n_qubits,mean_runtime,std_runtime,mean_fidelity,std_fidelity
2,0.0026984214782714844,0.0024023056030273438,0.045020626995993254,0.020530670853008855
3,0.0003279447555541992,0.00012624263763427734,0.10593941568498677,0.040855614857442414
